gene_name,control_females_max_transcript_counts,control_males_max_transcript_counts,difference
LOC111134964,1,2,-1
LOC111134967,3,2,1
LOC111134973,2,3,-1
LOC111134985,0,1,-1
LOC111134986,1,2,-1
LOC111134988,2,1,1
LOC111134993,5,3,2
LOC111134996,5,3,2
LOC111135000,1,2,-1
LOC111135002,11,7,4
LOC111135010,3,2,1
LOC111135020,1,2,-1
LOC111135021,3,2,1
LOC111135029,6,5,1
LOC111135030,1,2,-1
LOC111135045,2,1,1
LOC111135048,3,1,2
LOC111135049,2,1,1
LOC111135059,2,1,1
LOC111135074,3,4,-1
LOC111135083,10,8,2
LOC111135091,2,1,1
LOC111135097,3,1,2
LOC111135102,1,2,-1
LOC111135110,2,1,1
LOC111135120,3,1,2
LOC111135122,2,1,1
LOC111135125,5,2,3
LOC111135127,3,2,1
LOC111135128,2,1,1
LOC111135129,1,2,-1
LOC111135135,15,12,3
LOC111135136,3,4,-1
LOC111135152,5,3,2
LOC111135171,26,12,14
LOC111135174,3,2,1
LOC111135181,3,2,1
LOC111135196,4,3,1
LOC111135209,8,6,2
LOC111135216,4,3,1
LOC111135226,4,2,2
LOC111135240,4,3,1
LOC111135241,3,1,2
LOC111135247,6,2,4
LOC111135252,6,4,2
LOC111135253,7,6,1
LOC111135255,4,3,1
LOC111135259,2,1,1
LOC111135266,3,2,1
LOC111135267,3,2,1
LOC111135269,0,1,-1
LOC111135270,1,2,-1
LOC111135275,4,3,1
LOC111135278,3,5,-2
LOC111135292,2,1,1
LOC111135299,6,3,3
LOC111135302,2,1,1
LOC111135307,5,4,1
LOC111135308,2,1,1
LOC111135313,3,2,1
LOC111135314,2,1,1
LOC111135317,2,1,1
LOC111135318,3,1,2
LOC111135322,1,2,-1
LOC111135323,3,2,1
LOC111135339,3,2,1
LOC111135347,3,2,1
LOC111135350,7,5,2
LOC111135355,3,2,1
LOC111135359,5,4,1
LOC111135363,11,10,1
LOC111135366,2,1,1
LOC111135368,2,1,1
LOC111135371,7,8,-1
LOC111135376,3,4,-1
LOC111135393,2,1,1
LOC111135404,6,5,1
LOC111135409,4,3,1
LOC111135414,2,1,1
LOC111135416,2,1,1
LOC111135418,5,4,1
LOC111135423,5,2,3
LOC111135426,3,2,1
LOC111135433,5,3,2
LOC111135435,1,4,-3
LOC111135437,4,3,1
LOC111135443,5,3,2
LOC111135451,3,2,1
LOC111135463,8,3,5
LOC111135477,8,6,2
LOC111135478,4,3,1
LOC111135481,0,1,-1
LOC111135483,0,1,-1
LOC111135488,2,3,-1
LOC111135494,2,1,1
LOC111135497,6,4,2
LOC111135505,2,1,1
LOC111135510,3,2,1
LOC111135535,1,0,1
LOC111135541,8,7,1
LOC111135553,3,2,1
LOC111135559,7,4,3
LOC111135562,2,1,1
LOC111135568,3,2,1
LOC111135569,9,4,5
LOC111135571,5,4,1
LOC111135576,2,1,1
LOC111135578,5,2,3
LOC111135579,2,1,1
LOC111135588,7,4,3
LOC111135599,2,1,1
LOC111135603,2,1,1
LOC111135617,2,1,1
LOC111135631,2,1,1
LOC111135633,3,2,1
LOC111135634,8,6,2
LOC111135637,7,5,2
LOC111135642,11,9,2
LOC111135647,1,3,-2
LOC111135654,3,2,1
LOC111135656,2,1,1
LOC111135666,1,3,-2
LOC111135670,3,1,2
LOC111135673,1,2,-1
LOC111135676,3,2,1
LOC111135677,2,3,-1
LOC111135689,3,4,-1
LOC111135701,2,1,1
LOC111135710,2,1,1
LOC111135721,6,5,1
LOC111135727,5,4,1
LOC111135736,5,3,2
LOC111135746,2,1,1
LOC111135768,7,2,5
LOC111135772,2,1,1
LOC111135783,9,7,2
LOC111135786,2,1,1
LOC111135789,6,5,1
LOC111135790,7,4,3
LOC111135792,6,5,1
LOC111135812,6,5,1
LOC111135822,2,1,1
LOC111135824,5,4,1
LOC111135825,8,6,2
LOC111135839,1,2,-1
LOC111135841,5,2,3
LOC111135845,7,4,3
LOC111135846,3,2,1
LOC111135852,5,4,1
LOC111135855,0,1,-1
LOC111135858,4,3,1
LOC111135873,2,1,1
LOC111135875,2,1,1
LOC111135878,6,4,2
LOC111135888,3,2,1
LOC111135890,9,8,1
LOC111135901,5,4,1
LOC111135902,2,3,-1
LOC111135904,5,3,2
LOC111135911,19,11,8
LOC111135921,4,3,1
LOC111135925,3,2,1
LOC111135928,1,2,-1
LOC111135935,2,1,1
LOC111135947,4,2,2
LOC111135955,3,2,1
LOC111135959,6,5,1
LOC111135966,6,5,1
LOC111135967,5,6,-1
LOC111135972,4,1,3
LOC111135976,3,4,-1
LOC111135978,2,1,1
LOC111135980,5,3,2
LOC111135982,6,4,2
LOC111135994,3,2,1
LOC111135995,3,2,1
LOC111136001,4,3,1
LOC111136003,2,3,-1
LOC111136017,13,10,3
LOC111136020,3,2,1
LOC111136023,2,1,1
LOC111136025,2,1,1
LOC111136026,1,2,-1
LOC111136034,4,3,1
LOC111136052,4,3,1
LOC111136064,4,1,3
LOC111136071,2,1,1
LOC111136078,5,4,1
LOC111136082,3,2,1
LOC111136093,4,3,1
LOC111136106,10,9,1
LOC111136107,3,1,2
LOC111136109,9,7,2
LOC111136121,2,1,1
LOC111136123,2,1,1
LOC111136125,2,1,1
LOC111136129,2,1,1
LOC111136148,6,4,2
LOC111136153,4,3,1
LOC111136182,1,0,1
LOC111136183,4,2,2
LOC111136189,9,6,3
LOC111136194,0,1,-1
LOC111136200,5,2,3
LOC111136202,5,3,2
LOC111136206,1,3,-2
LOC111136207,3,2,1
LOC111136210,4,3,1
LOC111136219,9,7,2
LOC111136221,5,3,2
LOC111136229,5,4,1
LOC111136235,3,1,2
LOC111136257,1,2,-1
LOC111136258,8,7,1
LOC111136261,13,10,3
LOC111136264,1,2,-1
LOC111136267,1,2,-1
LOC111136282,3,2,1
LOC111136292,2,1,1
LOC111136299,4,3,1
LOC111136307,2,1,1
LOC111136323,2,1,1
LOC111136326,3,2,1
LOC111136340,16,6,10
LOC111136344,2,1,1
LOC111136348,3,2,1
LOC111136355,1,2,-1
LOC111136381,1,2,-1
LOC111136382,15,5,10
LOC111136393,2,1,1
LOC111136398,5,3,2
LOC111136403,4,2,2
LOC111136407,5,4,1
LOC111136410,7,2,5
LOC111136414,3,2,1
LOC111136422,3,5,-2
LOC111136449,4,3,1
LOC111136459,2,3,-1
LOC111136485,2,1,1
LOC111136486,2,1,1
LOC111136494,3,2,1
LOC111136495,3,2,1
LOC111136503,5,4,1
LOC111136510,2,1,1
LOC111136511,9,8,1
LOC111136519,2,1,1
LOC111136524,8,6,2
LOC111136529,1,2,-1
LOC111136547,2,1,1
LOC111136548,12,11,1
LOC111136552,3,2,1
LOC111136556,2,1,1
LOC111136562,3,2,1
LOC111136566,2,1,1
LOC111136588,5,4,1
LOC111136589,5,3,2
LOC111136591,17,9,8
LOC111136595,3,2,1
LOC111136609,4,6,-2
LOC111136616,3,4,-1
LOC111136636,3,2,1
LOC111136641,6,4,2
LOC111136649,10,7,3
LOC111136650,2,1,1
LOC111136654,2,1,1
LOC111136663,3,2,1
LOC111136669,10,6,4
LOC111136683,4,3,1
LOC111136689,1,2,-1
LOC111136691,10,7,3
LOC111136692,2,1,1
LOC111136727,3,2,1
LOC111136728,2,1,1
LOC111136735,4,1,3
LOC111136748,3,2,1
LOC111136760,4,3,1
LOC111136779,3,2,1
LOC111136800,6,5,1
LOC111136801,3,1,2
LOC111136803,2,1,1
LOC111136807,3,1,2
LOC111136853,1,2,-1
LOC111136867,3,2,1
LOC111136875,2,1,1
LOC111136891,10,9,1
LOC111136892,5,6,-1
LOC111136903,6,5,1
LOC111136915,3,2,1
LOC111136918,3,2,1
LOC111136924,4,3,1
LOC111136930,1,2,-1
LOC111136942,1,0,1
LOC111136960,4,5,-1
LOC111136962,4,2,2
LOC111136972,2,1,1
LOC111136974,2,1,1
LOC111136981,4,3,1
LOC111136986,11,10,1
LOC111136991,2,1,1
LOC111136993,1,2,-1
LOC111136994,2,3,-1
LOC111137000,7,4,3
LOC111137022,4,2,2
LOC111137023,2,1,1
LOC111137059,7,5,2
LOC111137065,3,2,1
LOC111137075,2,1,1
LOC111137093,3,1,2
LOC111137094,7,5,2
LOC111137103,7,5,2
LOC111137110,3,4,-1
LOC111137112,23,10,13
LOC111137117,1,2,-1
LOC111137126,3,2,1
LOC111137127,5,3,2
LOC111137130,2,4,-2
LOC111137136,3,1,2
LOC111137156,1,2,-1
LOC111137166,3,2,1
LOC111137175,2,1,1
LOC111137176,2,3,-1
LOC111137182,16,6,10
LOC111137190,3,2,1
LOC111137194,3,1,2
LOC111137198,2,1,1
LOC111137211,0,1,-1
LOC111137214,9,3,6
LOC111137230,0,2,-2
LOC111137231,0,1,-1
LOC111137232,2,1,1
LOC111137234,1,2,-1
LOC111137238,2,1,1
LOC111137248,3,2,1
LOC111137249,3,2,1
LOC111137262,3,4,-1
LOC111137270,8,6,2
LOC111137279,5,6,-1
LOC111137280,2,1,1
LOC111137285,1,2,-1
LOC111137292,1,2,-1
LOC111137296,4,3,1
LOC111137308,5,4,1
LOC111137312,1,2,-1
LOC111137335,3,1,2
LOC111137345,3,2,1
LOC111137349,2,1,1
LOC111137351,3,1,2
LOC111137352,2,1,1
LOC111137368,3,2,1
LOC111137380,3,1,2
LOC111137395,2,1,1
LOC111137408,0,1,-1
LOC111137413,3,4,-1
LOC111137419,1,2,-1
LOC111137435,1,2,-1
LOC111137437,6,3,3
LOC111137439,3,2,1
LOC111137464,3,2,1
LOC111137471,2,1,1
LOC111137490,1,3,-2
LOC111137491,2,1,1
LOC111137498,1,2,-1
LOC111137522,7,5,2
LOC111137551,2,1,1
LOC111137554,3,4,-1
LOC111137557,2,3,-1
LOC111137572,2,1,1
LOC111137575,4,3,1
LOC111137583,3,1,2
LOC111137586,0,1,-1
LOC111137587,1,2,-1
LOC111137589,4,3,1
LOC111137593,1,2,-1
LOC111137602,5,2,3
LOC111137603,2,1,1
LOC111137618,3,1,2
LOC111137631,5,4,1
LOC111137633,2,1,1
LOC111137635,3,2,1
LOC111137639,6,4,2
LOC111137640,6,5,1
LOC111137655,3,2,1
LOC111137658,3,2,1
LOC111137659,5,4,1
LOC111137666,2,1,1
LOC111137667,3,2,1
LOC111137671,3,1,2
LOC111137675,8,9,-1
LOC111137676,4,3,1
LOC111137677,5,3,2
LOC111137695,5,4,1
LOC111137702,5,3,2
LOC111137704,2,1,1
LOC111137709,1,2,-1
LOC111137714,4,3,1
LOC111137727,14,8,6
LOC111137731,1,2,-1
LOC111137732,0,1,-1
LOC111137743,2,1,1
LOC111137744,2,1,1
LOC111137747,3,1,2
LOC111137753,1,2,-1
LOC111137757,3,2,1
LOC111137769,4,3,1
LOC111137784,2,1,1
LOC111137795,2,1,1
LOC111137804,3,2,1
LOC111137806,3,2,1
LOC111137817,2,1,1
LOC111137819,1,2,-1
LOC111137821,4,3,1
LOC111137825,17,9,8
LOC111137826,2,1,1
LOC111137828,2,1,1
LOC111137832,3,2,1
LOC111137842,1,2,-1
LOC111137855,1,2,-1
LOC111137891,2,3,-1
LOC111137895,2,1,1
LOC111137908,2,1,1
LOC111137933,4,5,-1
LOC111137934,2,1,1
LOC111137937,2,1,1
LOC111137938,2,1,1
LOC111137946,2,1,1
LOC111137947,11,6,5
LOC111137960,5,4,1
LOC111137978,0,1,-1
LOC111137979,2,1,1
LOC111137987,3,2,1
LOC111137992,2,1,1
LOC111137998,2,1,1
LOC111138006,4,3,1
LOC111138020,2,1,1
LOC111138028,8,7,1
LOC111138031,9,3,6
LOC111138032,6,4,2
LOC111138041,4,1,3
LOC111138062,1,2,-1
LOC111138065,5,4,1
LOC111138069,3,4,-1
LOC111138078,2,1,1
LOC111138080,2,1,1
LOC111138104,3,1,2
LOC111138112,7,5,2
LOC111138117,3,2,1
LOC111138124,6,5,1
LOC111138125,8,6,2
LOC111138129,5,2,3
LOC111138145,3,2,1
LOC111138149,1,2,-1
LOC111138150,0,1,-1
LOC111138158,2,1,1
LOC111138165,3,1,2
LOC111138167,3,2,1
LOC111138168,3,2,1
LOC111138175,2,3,-1
LOC111138185,6,4,2
LOC111138186,2,1,1
LOC111138211,1,2,-1
LOC111138213,3,2,1
LOC111138237,6,3,3
LOC111138240,0,1,-1
LOC111138248,1,2,-1
LOC111138251,3,2,1
LOC111138253,3,1,2
LOC111138262,2,1,1
LOC111138264,4,3,1
LOC111138293,3,2,1
LOC111138294,0,1,-1
LOC111138299,1,2,-1
LOC111138314,21,12,9
LOC111138319,9,6,3
LOC111138324,2,3,-1
LOC111138341,4,3,1
LOC111138346,2,1,1
LOC111138353,0,1,-1
LOC111138373,1,2,-1
LOC111138376,1,2,-1
LOC111138386,1,2,-1
LOC111138400,3,2,1
LOC111138403,5,4,1
LOC111138409,2,1,1
LOC111138410,3,2,1
LOC111138420,2,1,1
LOC111138425,4,2,2
LOC111138431,2,1,1
LOC111138432,6,4,2
LOC111138434,3,1,2
LOC111138441,4,3,1
LOC111138443,6,4,2
LOC111138456,2,1,1
LOC111138459,2,1,1
LOC111138462,6,4,2
LOC111138466,4,3,1
LOC111138468,3,5,-2
LOC111138472,3,2,1
LOC111138482,3,2,1
LOC111138483,5,3,2
LOC111138491,4,3,1
LOC111138492,2,1,1
LOC111138493,5,4,1
LOC111138504,2,1,1
Trnaa-agc,11,16,-5
Trnaa-ugc,21,28,-7
Trnac-gca,8,9,-1
Trnad-guc,15,14,1
Trnae-cuc,15,13,2
Trnag-gcc,20,21,-1
Trnai-aau,18,17,1
Trnai-uau,2,4,-2
Trnak-cuu,25,27,-2
Trnak-uuu,27,30,-3
Trnal-caa,1,3,-2
Trnam-cau,16,24,-8
Trnap-agg,9,10,-1
Trnap-ugg,11,12,-1
Trnar-acg,7,10,-3
Trnar-ccu,23,28,-5
Trnar-ucu,7,9,-2
Trnat-agu,27,31,-4
Trnat-ggu,20,24,-4
Trnav-aac,6,9,-3
Trnaw-cca,9,8,1
Trnay-gua,4,5,-1
