gene_name,females_controls_predom_isoform,females_exposed_predom_isoform,males_controls_predom_isoform,males_exposed_predom_isoform
LOC111107077,rna-XR_002635343.1,rna-XR_002635343.1,rna-XR_002635343.1,rna-XR_002635343.1
LOC111107078,rna-XM_022442044.1,rna-XM_022442044.1,rna-XM_022442044.1,rna-XM_022442044.1
LOC111107079,rna-XM_022442045.1,rna-XM_022442045.1,rna-XM_022442045.1,rna-XM_022442045.1
LOC111107080,rna-XM_022442046.1,rna-XM_022442046.1,rna-XM_022442046.1,rna-XM_022442046.1
LOC111107081,rna-XM_022442047.1,rna-XM_022442047.1,rna-XM_022442047.1,rna-XM_022442047.1
LOC111107082,gene-LOC111107082,gene-LOC111107082,gene-LOC111107082,gene-LOC111107082
LOC111107083,rna-XM_022442052.1,rna-XM_022442052.1,rna-XM_022442052.1,rna-XM_022442052.1
LOC111107084,rna-XM_022442051.1,rna-XM_022442048.1,rna-XM_022442048.1,rna-XM_022442048.1
LOC111107085,rna-XM_022442054.1,rna-XM_022442053.1,rna-XM_022442054.1,rna-XM_022442053.1
LOC111107086,rna-XM_022442055.1,rna-XM_022442055.1,rna-XM_022442055.1,rna-XM_022442055.1
LOC111107087,rna-XM_022442056.1,rna-XM_022442056.1,rna-XM_022442056.1,rna-XM_022442056.1
LOC111107088,rna-XM_022442058.1,rna-XM_022442058.1,rna-XM_022442057.1,rna-XM_022442057.1
LOC111107089,rna-XR_002635344.1,rna-XR_002635344.1,rna-XR_002635344.1,rna-XR_002635344.1
LOC111107090,rna-XR_002635345.1,rna-XR_002635345.1,rna-XR_002635345.1,rna-XR_002635345.1
LOC111107091,rna-XM_022442063.1,rna-XM_022442063.1,rna-XM_022442063.1,rna-XM_022442063.1
LOC111107092,rna-XM_022442059.1,rna-XM_022442059.1,rna-XM_022442059.1,rna-XM_022442059.1
LOC111107093,rna-XM_022442061.1,rna-XM_022442061.1,rna-XM_022442060.1,rna-XM_022442060.1
LOC111107094,rna-XM_022442064.1,rna-XM_022442064.1,rna-XM_022442064.1,rna-XM_022442064.1
LOC111107095,rna-XR_002635347.1,rna-XR_002635347.1,rna-XR_002635347.1,rna-XR_002635347.1
LOC111107096,rna-XM_022442066.1,rna-XM_022442066.1,rna-XM_022442066.1,rna-XM_022442066.1
LOC111107097,rna-XM_022442071.1,rna-XM_022442071.1,rna-XM_022442071.1,rna-XM_022442071.1
LOC111107098,rna-XM_022442076.1,rna-XM_022442076.1,rna-XM_022442076.1,rna-XM_022442076.1
LOC111107099,rna-XM_022442079.1,rna-XM_022442079.1,rna-XM_022442078.1,rna-XM_022442078.1
LOC111107100,rna-XR_002635348.1,rna-XR_002635348.1,rna-XR_002635348.1,rna-XR_002635348.1
LOC111107101,rna-XM_022442081.1,rna-XM_022442081.1,rna-XM_022442081.1,rna-XM_022442081.1
LOC111107102,rna-XR_002635349.1,rna-XR_002635349.1,rna-XR_002635349.1,rna-XR_002635349.1
LOC111107103,rna-XM_022442082.1,rna-XM_022442082.1,rna-XM_022442082.1,rna-XM_022442082.1
LOC111107104,rna-XM_022442084.1,rna-XM_022442084.1,rna-XM_022442084.1,rna-XM_022442084.1
LOC111107105,rna-XM_022442099.1,rna-XM_022442099.1,rna-XM_022442099.1,rna-XM_022442099.1
LOC111107106,rna-XM_022442100.1,rna-XM_022442100.1,rna-XM_022442100.1,rna-XM_022442100.1
LOC111107107,rna-XM_022442101.1,rna-XM_022442101.1,rna-XM_022442101.1,rna-XM_022442101.1
LOC111107108,rna-XM_022442102.1,rna-XM_022442102.1,rna-XM_022442102.1,rna-XM_022442102.1
LOC111107109,rna-XM_022442104.1,rna-XM_022442104.1,rna-XM_022442104.1,rna-XM_022442104.1
LOC111107110,rna-XM_022442105.1,rna-XM_022442105.1,rna-XM_022442105.1,rna-XM_022442105.1
LOC111107111,rna-XM_022442106.1,rna-XM_022442106.1,rna-XM_022442106.1,rna-XM_022442106.1
LOC111107112,rna-XM_022442108.1,rna-XM_022442108.1,rna-XM_022442108.1,rna-XM_022442108.1
LOC111107113,rna-XM_022442109.1,rna-XM_022442109.1,rna-XM_022442109.1,rna-XM_022442109.1
LOC111107114,rna-XM_022442113.1,rna-XM_022442113.1,rna-XM_022442113.1,rna-XM_022442113.1
LOC111107115,rna-XM_022442110.1,rna-XM_022442110.1,rna-XM_022442110.1,rna-XM_022442110.1
LOC111107116,rna-XM_022442111.1,rna-XM_022442111.1,rna-XM_022442111.1,rna-XM_022442111.1
LOC111107117,rna-XM_022442112.1,rna-XM_022442112.1,rna-XM_022442112.1,rna-XM_022442112.1
LOC111107118,rna-XM_022442114.1,rna-XM_022442114.1,rna-XM_022442114.1,rna-XM_022442114.1
LOC111107119,rna-XM_022442118.1,rna-XM_022442118.1,rna-XM_022442118.1,rna-XM_022442118.1
LOC111107120,rna-XR_002635354.1,rna-XR_002635354.1,rna-XR_002635354.1,rna-XR_002635354.1
LOC111107121,rna-XR_002635355.1,rna-XR_002635355.1,rna-XR_002635355.1,rna-XR_002635355.1
LOC111107122,rna-XR_002635356.1,rna-XR_002635356.1,rna-XR_002635356.1,rna-XR_002635356.1
LOC111107123,rna-XM_022442122.1,rna-XM_022442122.1,rna-XM_022442122.1,rna-XM_022442122.1
LOC111107124,rna-XM_022442119.1,rna-XM_022442119.1,rna-XM_022442119.1,rna-XM_022442119.1
LOC111107125,rna-XM_022442120.1,rna-XM_022442120.1,rna-XM_022442120.1,rna-XM_022442120.1
LOC111107126,rna-XM_022442121.1,rna-XM_022442121.1,rna-XM_022442121.1,rna-XM_022442121.1
LOC111107127,rna-XM_022442123.1,rna-XM_022442123.1,rna-XM_022442123.1,rna-XM_022442123.1
LOC111107128,rna-XM_022442124.1,rna-XM_022442124.1,rna-XM_022442124.1,rna-XM_022442124.1
LOC111107129,rna-XR_002635357.1,rna-XR_002635357.1,rna-XR_002635357.1,rna-XR_002635357.1
LOC111107130,rna-XM_022442126.1,rna-XM_022442128.1,rna-XM_022442126.1,rna-XM_022442126.1
LOC111107131,rna-XR_002635358.1,rna-XR_002635358.1,rna-XR_002635358.1,rna-XR_002635358.1
LOC111107132,rna-XR_002635359.1,rna-XR_002635359.1,rna-XR_002635359.1,rna-XR_002635359.1
LOC111107133,rna-XM_022442130.1,rna-XM_022442130.1,rna-XM_022442130.1,rna-XM_022442130.1
LOC111107134,rna-XR_002635360.1,rna-XR_002635360.1,rna-XR_002635360.1,rna-XR_002635360.1
LOC111107135,rna-XM_022442131.1,rna-XM_022442131.1,rna-XM_022442131.1,rna-XM_022442131.1
LOC111107136,rna-XM_022442133.1,rna-XM_022442133.1,rna-XM_022442133.1,rna-XM_022442133.1
LOC111107137,rna-XR_002635361.1,rna-XR_002635361.1,rna-XR_002635361.1,rna-XR_002635361.1
LOC111107138,rna-XM_022442152.1,rna-XM_022442152.1,rna-XM_022442135.1,rna-XM_022442135.1
LOC111107139,rna-XM_022442145.1,rna-XM_022442145.1,rna-XM_022442145.1,rna-XM_022442145.1
LOC111107140,rna-XM_022442153.1,rna-XM_022442153.1,rna-XM_022442153.1,rna-XM_022442153.1
LOC111107141,rna-XM_022442154.1,rna-XM_022442154.1,rna-XM_022442154.1,rna-XM_022442154.1
LOC111107142,gene-LOC111107142,gene-LOC111107142,gene-LOC111107142,gene-LOC111107142
LOC111107143,rna-XM_022442156.1,rna-XM_022442156.1,rna-XM_022442156.1,rna-XM_022442156.1
LOC111107144,rna-XM_022442161.1,rna-XM_022442161.1,rna-XM_022442161.1,rna-XM_022442161.1
LOC111107145,rna-XM_022442167.1,rna-XM_022442167.1,rna-XM_022442167.1,rna-XM_022442167.1
LOC111107146,rna-XM_022442171.1,rna-XM_022442171.1,rna-XM_022442171.1,rna-XM_022442171.1
LOC111107147,rna-XM_022442168.1,rna-XM_022442168.1,rna-XM_022442168.1,rna-XM_022442168.1
LOC111107148,rna-XR_002635363.1,rna-XR_002635363.1,rna-XR_002635363.1,rna-XR_002635363.1
LOC111107149,rna-XM_022442172.1,rna-XM_022442172.1,rna-XM_022442169.1,rna-XM_022442169.1
LOC111107150,rna-XR_002635364.1,rna-XR_002635364.1,rna-XR_002635364.1,rna-XR_002635364.1
LOC111107151,rna-XM_022442174.1,rna-XM_022442174.1,rna-XM_022442174.1,rna-XM_022442174.1
LOC111107152,rna-XM_022442175.1,rna-XM_022442175.1,rna-XM_022442175.1,rna-XM_022442175.1
LOC111107153,rna-XM_022442216.1,rna-XM_022442216.1,rna-XM_022442216.1,rna-XM_022442216.1
LOC111107154,rna-XM_022442178.1,rna-XM_022442178.1,rna-XM_022442176.1,rna-XM_022442176.1
LOC111107155,rna-XM_022442189.1,rna-XM_022442185.1,rna-XM_022442189.1,rna-XM_022442189.1
LOC111107156,rna-XM_022442193.1,rna-XM_022442193.1,rna-XM_022442193.1,rna-XM_022442193.1
LOC111107157,rna-XM_022442198.1,rna-XM_022442198.1,rna-XM_022442198.1,rna-XM_022442198.1
LOC111107158,rna-XM_022442194.1,rna-XM_022442195.1,rna-XM_022442195.1,rna-XM_022442195.1
LOC111107159,rna-XM_022442196.1,rna-XM_022442197.1,rna-XM_022442196.1,rna-XM_022442196.1
LOC111107160,rna-XM_022442199.1,rna-XM_022442199.1,rna-XM_022442199.1,rna-XM_022442199.1
LOC111107161,rna-XM_022442200.1,rna-XM_022442200.1,rna-XM_022442200.1,rna-XM_022442200.1
LOC111107162,rna-XM_022442201.1,rna-XM_022442201.1,rna-XM_022442201.1,rna-XM_022442201.1
LOC111107163,rna-XM_022442203.1,rna-XM_022442203.1,rna-XM_022442202.1,rna-XM_022442202.1
LOC111107164,rna-XM_022442204.1,rna-XM_022442204.1,rna-XM_022442204.1,rna-XM_022442204.1
LOC111107165,rna-XM_022442205.1,rna-XM_022442205.1,rna-XM_022442205.1,rna-XM_022442205.1
LOC111107166,rna-XM_022442208.1,rna-XM_022442208.1,rna-XM_022442208.1,rna-XM_022442208.1
LOC111107167,rna-XR_002635365.1,rna-XR_002635365.1,rna-XM_022442206.1,rna-XM_022442206.1
LOC111107168,rna-XM_022442207.1,rna-XM_022442207.1,rna-XM_022442207.1,rna-XM_022442207.1
LOC111107169,rna-XR_002635366.1,rna-XR_002635366.1,rna-XR_002635366.1,rna-XR_002635366.1
LOC111107170,rna-XM_022442209.1,rna-XM_022442209.1,rna-XM_022442209.1,rna-XM_022442209.1
LOC111107171,rna-XM_022442212.1,rna-XM_022442212.1,rna-XM_022442213.1,rna-XM_022442213.1
LOC111107172,rna-XR_002635367.1,rna-XR_002635367.1,rna-XR_002635367.1,rna-XR_002635367.1
LOC111107173,rna-XM_022442214.1,rna-XM_022442214.1,rna-XM_022442214.1,rna-XM_022442214.1
LOC111107174,rna-XM_022442215.1,rna-XM_022442215.1,rna-XM_022442215.1,rna-XM_022442215.1
LOC111107175,rna-XM_022442221.1,rna-XM_022442221.1,rna-XM_022442221.1,rna-XM_022442221.1
LOC111107176,rna-XR_002635368.1,rna-XR_002635368.1,rna-XR_002635368.1,rna-XR_002635368.1
LOC111107177,rna-XM_022442220.1,rna-XM_022442220.1,rna-XM_022442217.1,rna-XM_022442217.1
LOC111107178,rna-XM_022442222.1,rna-XM_022442222.1,rna-XM_022442222.1,rna-XM_022442222.1
LOC111107179,rna-XM_022442223.1,rna-XM_022442223.1,rna-XM_022442223.1,rna-XM_022442223.1
LOC111107180,rna-XM_022442224.1,rna-XM_022442224.1,rna-XM_022442224.1,rna-XM_022442224.1
LOC111107181,rna-XM_022442227.1,rna-XM_022442226.1,rna-XM_022442227.1,rna-XM_022442227.1
LOC111107182,rna-XM_022442228.1,rna-XM_022442228.1,rna-XM_022442228.1,rna-XM_022442228.1
LOC111107183,rna-XM_022442233.1,rna-XM_022442233.1,rna-XM_022442233.1,rna-XM_022442233.1
LOC111107184,rna-XM_022442229.1,rna-XM_022442229.1,rna-XM_022442229.1,rna-XM_022442229.1
LOC111107185,rna-XM_022442238.1,rna-XM_022442231.1,rna-XM_022442238.1,rna-XM_022442231.1
LOC111107186,rna-XM_022442239.1,rna-XM_022442239.1,rna-XM_022442241.1,rna-XM_022442239.1
LOC111107187,rna-XM_022442243.1,rna-XM_022442243.1,rna-XM_022442243.1,rna-XM_022442243.1
LOC111107188,rna-XM_022442247.1,rna-XM_022442247.1,rna-XM_022442247.1,rna-XM_022442247.1
LOC111107189,rna-XM_022442244.1,rna-XM_022442244.1,rna-XM_022442244.1,rna-XM_022442244.1
LOC111107190,rna-XM_022442245.1,rna-XM_022442245.1,rna-XM_022442245.1,rna-XM_022442245.1
LOC111107191,rna-XM_022442246.1,rna-XM_022442246.1,rna-XM_022442246.1,rna-XM_022442246.1
LOC111107192,rna-XM_022442248.1,rna-XM_022442248.1,rna-XM_022442248.1,rna-XM_022442248.1
LOC111107193,rna-XM_022442249.1,rna-XM_022442249.1,rna-XM_022442249.1,rna-XM_022442249.1
LOC111107194,rna-XM_022442251.1,rna-XM_022442251.1,rna-XM_022442251.1,rna-XM_022442251.1
LOC111107195,rna-XM_022442252.1,rna-XM_022442252.1,rna-XM_022442252.1,rna-XM_022442252.1
LOC111107196,rna-XM_022442253.1,rna-XM_022442253.1,rna-XM_022442253.1,rna-XM_022442253.1
LOC111107197,rna-XM_022442255.1,rna-XM_022442255.1,rna-XM_022442255.1,rna-XM_022442255.1
LOC111107198,rna-XM_022442258.1,rna-XM_022442258.1,rna-XM_022442258.1,rna-XM_022442258.1
LOC111107199,rna-XR_002635369.1,rna-XR_002635369.1,rna-XR_002635369.1,rna-XR_002635369.1
LOC111107200,rna-XM_022442256.1,rna-XM_022442256.1,rna-XM_022442256.1,rna-XM_022442256.1
LOC111107201,rna-XR_002635370.1,rna-XR_002635370.1,rna-XR_002635370.1,rna-XR_002635370.1
LOC111107202,rna-XM_022442259.1,rna-XM_022442259.1,rna-XM_022442259.1,rna-XM_022442259.1
LOC111107203,rna-XR_002635371.1,rna-XR_002635371.1,rna-XR_002635371.1,rna-XR_002635371.1
LOC111107204,rna-XM_022442284.1,rna-XM_022442260.1,rna-XM_022442260.1,rna-XM_022442260.1
LOC111107205,rna-XM_022442271.1,rna-XM_022442271.1,rna-XM_022442271.1,rna-XM_022442271.1
LOC111107206,rna-XM_022442287.1,rna-XM_022442287.1,rna-XM_022442287.1,rna-XM_022442287.1
LOC111107207,rna-XM_022442289.1,rna-XM_022442289.1,rna-XM_022442289.1,rna-XM_022442289.1
LOC111107208,rna-XM_022442290.1,rna-XM_022442290.1,rna-XM_022442290.1,rna-XM_022442291.1
LOC111107209,rna-XM_022442292.1,rna-XM_022442292.1,rna-XM_022442292.1,rna-XM_022442292.1
LOC111107210,rna-XM_022442293.1,rna-XM_022442293.1,rna-XM_022442293.1,rna-XM_022442293.1
LOC111107211,rna-XM_022442294.1,rna-XM_022442294.1,rna-XM_022442294.1,rna-XM_022442294.1
LOC111107212,rna-XM_022442295.1,rna-XM_022442295.1,rna-XM_022442295.1,rna-XM_022442295.1
LOC111107213,rna-XM_022442299.1,rna-XM_022442299.1,rna-XM_022442299.1,rna-XM_022442299.1
LOC111107214,rna-XM_022442296.1,rna-XM_022442296.1,rna-XM_022442296.1,rna-XM_022442296.1
LOC111107215,rna-XM_022442297.1,rna-XM_022442297.1,rna-XM_022442297.1,rna-XM_022442297.1
LOC111107216,rna-XM_022442298.1,rna-XM_022442298.1,rna-XM_022442298.1,rna-XM_022442298.1
LOC111107217,rna-XM_022442300.1,rna-XM_022442300.1,rna-XM_022442300.1,rna-XM_022442300.1
LOC111107218,rna-XR_002635372.1,rna-XM_022442301.1,rna-XM_022442301.1,rna-XM_022442301.1
LOC111107219,rna-XM_022442304.1,rna-XM_022442304.1,rna-XM_022442302.1,rna-XM_022442302.1
LOC111107220,rna-XR_002635374.1,rna-XR_002635374.1,rna-XR_002635374.1,rna-XR_002635374.1
LOC111107221,rna-XM_022442310.1,rna-XM_022442310.1,rna-XM_022442310.1,rna-XM_022442310.1
LOC111107222,rna-XM_022442306.1,rna-XM_022442306.1,rna-XM_022442306.1,rna-XM_022442306.1
LOC111107223,rna-XM_022442307.1,rna-XM_022442307.1,rna-XM_022442307.1,rna-XM_022442307.1
LOC111107224,rna-XM_022442309.1,rna-XM_022442312.1,rna-XM_022442312.1,rna-XM_022442312.1
LOC111107225,rna-XM_022442315.1,rna-XM_022442315.1,rna-XM_022442315.1,rna-XM_022442315.1
LOC111107226,rna-XM_022442316.1,rna-XM_022442316.1,rna-XM_022442316.1,rna-XM_022442316.1
LOC111107227,rna-XM_022442317.1,rna-XM_022442317.1,rna-XM_022442317.1,rna-XM_022442317.1
LOC111107228,rna-XM_022442318.1,rna-XM_022442318.1,rna-XM_022442318.1,rna-XM_022442318.1
LOC111107229,rna-XM_022442322.1,rna-XM_022442322.1,rna-XM_022442322.1,rna-XM_022442322.1
LOC111107230,rna-XM_022442319.1,rna-XM_022442319.1,rna-XM_022442319.1,rna-XM_022442319.1
LOC111107231,rna-XM_022442320.1,rna-XM_022442320.1,rna-XM_022442320.1,rna-XM_022442320.1
LOC111107232,rna-XM_022442321.1,rna-XM_022442321.1,rna-XM_022442321.1,rna-XM_022442321.1
LOC111107233,rna-XM_022442323.1,rna-XM_022442323.1,rna-XM_022442323.1,rna-XM_022442323.1
LOC111107234,rna-XM_022442325.1,rna-XM_022442325.1,rna-XM_022442325.1,rna-XM_022442325.1
LOC111107235,rna-XM_022442326.1,rna-XM_022442326.1,rna-XM_022442326.1,rna-XM_022442326.1
LOC111107236,rna-XM_022442327.1,rna-XM_022442327.1,rna-XM_022442327.1,rna-XM_022442327.1
LOC111107237,gene-LOC111107237,gene-LOC111107237,gene-LOC111107237,gene-LOC111107237
LOC111107238,rna-XM_022442328.1,rna-XM_022442328.1,rna-XM_022442328.1,rna-XM_022442328.1
LOC111107239,rna-XM_022442333.1,rna-XM_022442333.1,rna-XM_022442333.1,rna-XM_022442333.1
LOC111107240,rna-XM_022442329.1,rna-XM_022442329.1,rna-XM_022442329.1,rna-XM_022442329.1
LOC111107241,rna-XM_022442330.1,rna-XM_022442330.1,rna-XM_022442330.1,rna-XM_022442330.1
LOC111107242,rna-XM_022442332.1,rna-XM_022442332.1,rna-XM_022442332.1,rna-XM_022442332.1
LOC111107243,rna-XR_002635373.1,rna-XR_002635373.1,rna-XR_002635373.1,rna-XR_002635373.1
LOC111107244,rna-XM_022442334.1,rna-XM_022442334.1,rna-XM_022442334.1,rna-XM_022442334.1
LOC111107245,rna-XM_022442335.1,rna-XM_022442335.1,rna-XM_022442335.1,rna-XM_022442335.1
LOC111107246,rna-XM_022442336.1,rna-XM_022442336.1,rna-XM_022442336.1,rna-XM_022442336.1
LOC111107247,rna-XM_022442337.1,rna-XM_022442337.1,rna-XM_022442337.1,rna-XM_022442337.1
LOC111107248,rna-XM_022442338.1,rna-XM_022442338.1,rna-XM_022442338.1,rna-XM_022442338.1
LOC111107249,rna-XM_022442339.1,rna-XM_022442339.1,rna-XM_022442339.1,rna-XM_022442339.1
LOC111107250,rna-XM_022442340.1,rna-XM_022442340.1,rna-XM_022442340.1,rna-XM_022442340.1
LOC111107251,rna-XM_022442358.1,rna-XM_022442358.1,rna-XM_022442358.1,rna-XM_022442358.1
LOC111107252,rna-XM_022442356.1,rna-XM_022442356.1,rna-XM_022442356.1,rna-XM_022442356.1
LOC111107253,rna-XM_022442361.1,rna-XM_022442360.1,rna-XM_022442359.1,rna-XM_022442359.1
LOC111107254,rna-XM_022442362.1,rna-XM_022442362.1,rna-XM_022442362.1,rna-XM_022442362.1
LOC111107255,rna-XM_022442363.1,rna-XM_022442363.1,rna-XM_022442363.1,rna-XM_022442363.1
LOC111107256,rna-XM_022442364.1,rna-XM_022442364.1,rna-XM_022442364.1,rna-XM_022442364.1
LOC111107257,rna-XM_022442368.1,rna-XM_022442368.1,rna-XM_022442368.1,rna-XM_022442368.1
LOC111107258,rna-XM_022442371.1,rna-XM_022442371.1,rna-XM_022442371.1,rna-XM_022442371.1
LOC111107259,rna-XM_022442369.1,rna-XM_022442369.1,rna-XM_022442369.1,rna-XM_022442369.1
LOC111107260,rna-XM_022442370.1,rna-XM_022442370.1,rna-XM_022442370.1,rna-XM_022442370.1
LOC111107261,rna-XM_022442372.1,rna-XM_022442372.1,rna-XM_022442372.1,rna-XM_022442372.1
LOC111107262,rna-XM_022442373.1,rna-XM_022442373.1,rna-XM_022442373.1,rna-XM_022442373.1
LOC111107263,rna-XM_022442374.1,rna-XM_022442374.1,rna-XM_022442374.1,rna-XM_022442374.1
LOC111107264,rna-XM_022442375.1,rna-XM_022442375.1,rna-XM_022442375.1,rna-XM_022442375.1
LOC111107265,rna-XM_022442376.1,rna-XM_022442376.1,rna-XM_022442376.1,rna-XM_022442376.1
LOC111107266,rna-XM_022442377.1,rna-XM_022442378.1,rna-XM_022442378.1,rna-XM_022442378.1
LOC111107267,rna-XM_022442383.1,rna-XM_022442383.1,rna-XM_022442383.1,rna-XM_022442383.1
LOC111107268,rna-XM_022442381.1,rna-XM_022442381.1,rna-XM_022442381.1,rna-XM_022442381.1
LOC111107269,rna-XM_022442382.1,rna-XM_022442382.1,rna-XM_022442382.1,rna-XM_022442382.1
LOC111107270,rna-XM_022442428.1,rna-XM_022442428.1,rna-XM_022442428.1,rna-XM_022442428.1
LOC111107271,rna-XM_022442384.1,rna-XM_022442384.1,rna-XM_022442384.1,rna-XM_022442384.1
LOC111107272,rna-XM_022442387.1,rna-XM_022442388.1,rna-XM_022442388.1,rna-XM_022442387.1
LOC111107273,rna-XM_022442389.1,rna-XM_022442389.1,rna-XM_022442389.1,rna-XM_022442389.1
LOC111107274,rna-XM_022442390.1,rna-XM_022442390.1,rna-XM_022442390.1,rna-XM_022442390.1
LOC111107275,rna-XM_022442395.1,rna-XM_022442395.1,rna-XM_022442395.1,rna-XM_022442395.1
LOC111107276,rna-XM_022442391.1,rna-XM_022442391.1,rna-XM_022442391.1,rna-XM_022442391.1
LOC111107277,rna-XM_022442392.1,rna-XM_022442392.1,rna-XM_022442392.1,rna-XM_022442392.1
LOC111107278,rna-XM_022442397.1,rna-XM_022442397.1,rna-XM_022442397.1,rna-XM_022442397.1
LOC111107279,rna-XM_022442404.1,rna-XM_022442404.1,rna-XM_022442404.1,rna-XM_022442404.1
LOC111107280,rna-XM_022442409.1,rna-XM_022442409.1,rna-XM_022442409.1,rna-XM_022442409.1
LOC111107281,rna-XM_022442407.1,rna-XM_022442407.1,rna-XM_022442407.1,rna-XM_022442407.1
LOC111107282,rna-XM_022442410.1,rna-XM_022442410.1,rna-XM_022442410.1,rna-XM_022442410.1
LOC111107283,rna-XM_022442412.1,rna-XM_022442412.1,rna-XM_022442412.1,rna-XM_022442412.1
LOC111107284,rna-XM_022442413.1,rna-XM_022442415.1,rna-XM_022442415.1,rna-XM_022442415.1
LOC111107285,rna-XM_022442417.1,rna-XM_022442417.1,rna-XM_022442417.1,rna-XM_022442417.1
LOC111107286,rna-XM_022442423.1,rna-XM_022442423.1,rna-XM_022442423.1,rna-XM_022442423.1
LOC111107287,rna-XM_022442419.1,rna-XM_022442419.1,rna-XM_022442419.1,rna-XM_022442419.1
LOC111107288,rna-XM_022442421.1,rna-XM_022442421.1,rna-XM_022442422.1,rna-XM_022442422.1
LOC111107289,rna-XM_022442427.1,rna-XM_022442427.1,rna-XM_022442424.1,rna-XM_022442424.1
LOC111107290,rna-XM_022442430.1,rna-XM_022442430.1,rna-XM_022442430.1,rna-XM_022442430.1
LOC111107291,rna-XM_022442431.1,rna-XM_022442431.1,rna-XM_022442431.1,rna-XM_022442431.1
LOC111107292,rna-XM_022442437.1,rna-XM_022442437.1,rna-XM_022442437.1,rna-XM_022442437.1
LOC111107293,rna-XM_022442433.1,rna-XM_022442433.1,rna-XM_022442433.1,rna-XM_022442433.1
LOC111107294,rna-XM_022442435.1,rna-XM_022442435.1,rna-XM_022442436.1,rna-XM_022442436.1
LOC111107295,rna-XM_022442438.1,rna-XM_022442438.1,rna-XM_022442438.1,rna-XM_022442438.1
LOC111107296,rna-XM_022442439.1,rna-XM_022442439.1,rna-XM_022442439.1,rna-XM_022442439.1
LOC111107297,rna-XM_022442440.1,rna-XM_022442440.1,rna-XM_022442440.1,rna-XM_022442440.1
LOC111107298,rna-XR_002635379.1,rna-XR_002635379.1,rna-XR_002635378.1,rna-XR_002635378.1
LOC111107299,rna-XR_002635381.1,rna-XR_002635381.1,rna-XR_002635381.1,rna-XR_002635381.1
LOC111107300,rna-XR_002635383.1,rna-XR_002635384.1,rna-XR_002635384.1,rna-XR_002635384.1
LOC111107301,rna-XM_022442442.1,rna-XM_022442442.1,rna-XM_022442442.1,rna-XM_022442442.1
LOC111107302,rna-XR_002635385.1,rna-XR_002635385.1,rna-XR_002635385.1,rna-XR_002635385.1
LOC111107303,rna-XR_002635386.1,rna-XR_002635386.1,rna-XR_002635386.1,rna-XR_002635386.1
LOC111107304,rna-XR_002635387.1,rna-XR_002635387.1,rna-XR_002635387.1,rna-XR_002635387.1
LOC111107305,rna-XR_002635388.1,rna-XR_002635388.1,rna-XR_002635388.1,rna-XR_002635388.1
LOC111107306,rna-XM_022442443.1,rna-XM_022442443.1,rna-XM_022442443.1,rna-XM_022442443.1
LOC111107307,rna-XM_022442444.1,rna-XM_022442444.1,rna-XM_022442444.1,rna-XM_022442444.1
LOC111107308,rna-XM_022442445.1,rna-XM_022442445.1,rna-XM_022442445.1,rna-XM_022442445.1
LOC111107309,rna-XM_022442448.1,rna-XM_022442448.1,rna-XM_022442448.1,rna-XM_022442448.1
LOC111107310,rna-XM_022442449.1,rna-XM_022442449.1,rna-XM_022442449.1,rna-XM_022442449.1
LOC111107311,rna-XM_022442450.1,rna-XM_022442450.1,rna-XM_022442450.1,rna-XM_022442450.1
LOC111107312,rna-XM_022442453.1,rna-XM_022442453.1,rna-XM_022442453.1,rna-XM_022442453.1
LOC111107313,rna-XM_022442451.1,rna-XM_022442451.1,rna-XM_022442451.1,rna-XM_022442451.1
LOC111107314,rna-XR_002635389.1,rna-XR_002635389.1,rna-XR_002635389.1,rna-XR_002635389.1
LOC111107315,rna-XM_022442452.1,rna-XM_022442452.1,rna-XM_022442452.1,rna-XM_022442452.1
LOC111107316,rna-XM_022442454.1,rna-XM_022442454.1,rna-XM_022442455.1,rna-XM_022442454.1
LOC111107317,rna-XM_022442456.1,rna-XM_022442456.1,rna-XM_022442456.1,rna-XM_022442456.1
LOC111107318,rna-XM_022442461.1,rna-XM_022442460.1,rna-XM_022442458.1,rna-XM_022442458.1
LOC111107319,rna-XR_002635390.1,rna-XR_002635390.1,rna-XR_002635390.1,rna-XR_002635390.1
LOC111107320,rna-XM_022442465.1,rna-XM_022442465.1,rna-XM_022442465.1,rna-XM_022442465.1
LOC111107321,rna-XM_022442462.1,rna-XM_022442462.1,rna-XM_022442462.1,rna-XM_022442462.1
LOC111107322,rna-XM_022442464.1,rna-XM_022442464.1,rna-XM_022442464.1,rna-XM_022442464.1
LOC111107323,rna-XM_022442466.1,rna-XM_022442466.1,rna-XM_022442466.1,rna-XM_022442466.1
LOC111107324,rna-XM_022442467.1,rna-XM_022442467.1,rna-XM_022442467.1,rna-XM_022442467.1
LOC111107325,rna-XM_022442470.1,rna-XM_022442470.1,rna-XM_022442469.1,rna-XM_022442469.1
LOC111107326,rna-XM_022442474.1,rna-XM_022442474.1,rna-XM_022442475.1,rna-XM_022442475.1
LOC111107327,rna-XM_022442479.1,rna-XM_022442479.1,rna-XM_022442479.1,rna-XM_022442479.1
LOC111107328,rna-XM_022442492.1,rna-XM_022442483.1,rna-XM_022442492.1,rna-XM_022442483.1
LOC111107329,rna-XM_022442494.1,rna-XM_022442494.1,rna-XM_022442494.1,rna-XM_022442494.1
